Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
021015;ANCASH;HUARI;SAN PEDRO DE CHANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1059;1044;1038;1044;1023;998;995;998;1002;1011;1054;1039
021016;ANCASH;HUARI;UCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;489;465;421;388;388;345;332;327;335;350;329;360
021102;ANCASH;HUARMEY;COCHAPETI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;242;219;198;218;214;199;208;192;203;208;197;180
021103;ANCASH;HUARMEY;CULEBRAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;553;585;601;584;622;568;602;653;643;684;679;648
021101;ANCASH;HUARMEY;HUARMEY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7220;7175;6783;6910;7555;7116;7351;7882;8100;8372;9068;8984
021104;ANCASH;HUARMEY;HUAYAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;462;431;402;408;377;358;331;337;332;349;324;301
021105;ANCASH;HUARMEY;MALVAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;182;171;165;157;151;157;139;135;136;141;149;131
021201;ANCASH;HUAYLAS;CARAZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8605;8504;8117;8103;8669;8584;8620;8706;7959;8411;8965;9046
021202;ANCASH;HUAYLAS;HUALLANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;223;204;214;204;196;181;187;202;219;205;183;198
021203;ANCASH;HUAYLAS;HUATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;471;448;412;399;403;403;371;372;375;388;366;343
021204;ANCASH;HUAYLAS;HUAYLAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;373;356;336;331;328;331;320;334;333;272;298;311
021205;ANCASH;HUAYLAS;MATO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;558;505;501;484;472;436;420;414;435;447;424;400
021206;ANCASH;HUAYLAS;PAMPAROMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2994;3129;3207;3211;3168;3117;2963;2936;2873;2846;2771;2656
021207;ANCASH;HUAYLAS;PUEBLO LIBRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2149;2160;2147;2152;2098;2006;1923;1852;1797;1801;1761;1684
021208;ANCASH;HUAYLAS;SANTA CRUZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1369;1415;1433;1397;1345;1312;1266;1239;1257;1261;1457;1343
021209;ANCASH;HUAYLAS;SANTO TORIBIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;408;406;403;394;376;356;335;322;315;326;303;335
021210;ANCASH;HUAYLAS;YURACMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;669;658;634;628;666;686;668;658;667;682;668;747
021302;ANCASH;MARISCAL LUZURIAGA;CASCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1344;1315;1269;1249;1208;1121;1072;1059;1070;1097;1070;979
021303;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;507;536;525;525;524;369;472;451;442;421;531;366
021304;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;840;800;777;740;747;756;715;686;664;674;608;543
021305;ANCASH;MARISCAL LUZURIAGA;LLAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;382;363;363;342;316;313;319;295;287;297;389;336
021306;ANCASH;MARISCAL LUZURIAGA;LLUMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2458;2414;2359;2314;2265;2351;2183;2099;2050;2024;1935;1793
021307;ANCASH;MARISCAL LUZURIAGA;LUCMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1212;1153;1133;1090;1056;931;856;788;770;766;734;689
021308;ANCASH;MARISCAL LUZURIAGA;MUSGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;256;234;228;210;201;183;165;156;149;142;157;132
021301;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1912;1758;1718;1654;1580;1386;1522;1523;1524;1548;1570;1596
021402;ANCASH;OCROS;ACAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;92;112;106;102;98;85;84;79;78;93;100;95
021403;ANCASH;OCROS;CAJAMARQUILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;20;32;36;36;30;26;24;20;20;18;20;38
021404;ANCASH;OCROS;CARHUAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;24;43;43;40;43;33;29;30;34;41;31;33
021405;ANCASH;OCROS;COCHAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;282;312;325;304;320;312;312;289;313;349;358;343
021406;ANCASH;OCROS;CONGAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;106;305;314;295;259;247;252;227;253;248;222;203
021407;ANCASH;OCROS;LLIPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;38;51;52;57;53;38;38;46;45;51;46;32
021401;ANCASH;OCROS;OCROS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;306;352;366;356;326;333;326;337;357;341;352;364
021408;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;98;103;85;89;79;65;59;54;52;58;56;50
021409;ANCASH;OCROS;SAN PEDRO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;184;190;174;201;193;186;185;204;219;218;192;189
021410;ANCASH;OCROS;SANTIAGO DE CHILCAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;90;82;89;86;95;90;100;105;99;102;92;86
021502;ANCASH;PALLASCA;BOLOGNESI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;405;369;354;345;331;321;325;330;352;341;353;355
021501;ANCASH;PALLASCA;CABANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;955;975;915;926;931;901;870;929;984;951;957;990
021503;ANCASH;PALLASCA;CONCHUCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3086;3146;3185;2992;2941;2941;2966;2955;2950;3054;2965;2771
021504;ANCASH;PALLASCA;HUACASCHUQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;203;201;203;200;181;177;172;166;172;175;163;157
021505;ANCASH;PALLASCA;HUANDOVAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;294;298;283;264;275;271;272;268;271;276;290;271
021506;ANCASH;PALLASCA;LACABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;154;165;154;129;129;134;123;130;131;134;127;137
021507;ANCASH;PALLASCA;LLAPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;267;265;257;256;255;277;259;248;225;267;249;253
021508;ANCASH;PALLASCA;PALLASCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;759;740;745;717;761;735;716;691;698;713;720;686
021509;ANCASH;PALLASCA;PAMPAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1692;1775;1568;1511;1404;1373;1312;1327;1341;1388;1347;1290
021510;ANCASH;PALLASCA;SANTA ROSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;266;256;262;269;261;252;248;230;241;251;241;226
021511;ANCASH;PALLASCA;TAUCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;896;886;845;857;816;824;793;753;755;750;715;701
021602;ANCASH;POMABAMBA;HUAYLLAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1116;1169;1078;1000;969;977;954;888;887;894;853;872
021603;ANCASH;POMABAMBA;PAROBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2669;2629;2499;2412;2343;2262;2188;2109;2058;2000;1969;2262
021601;ANCASH;POMABAMBA;POMABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5983;6201;6079;6082;5942;5876;5786;5800;5541;5883;6033;5853
021604;ANCASH;POMABAMBA;QUINUABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;995;936;920;898;919;874;801;754;709;733;669;627
021702;ANCASH;RECUAY;CATAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1249;1192;1194;1212;1195;1286;1360;1459;1480;1546;1525;1454
021703;ANCASH;RECUAY;COTAPARACO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;149;164;149;138;140;129;131;111;129;124;114;113
021704;ANCASH;RECUAY;HUAYLLAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;163;160;138;126;140;121;113;107;112;123;121;110
021705;ANCASH;RECUAY;LLACLLIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;307;339;329;312;291;292;285;264;265;274;262;244
021706;ANCASH;RECUAY;MARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;148;141;137;126;120;114;117;117;130;130;116;120
021707;ANCASH;RECUAY;PAMPAS CHICO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;218;204;181;180;173;160;160;159;151;149;138;151
021708;ANCASH;RECUAY;PARARIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;348;327;331;348;352;340;334;334;360;390;390;365
021701;ANCASH;RECUAY;RECUAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1572;1626;1485;1518;1618;1631;1581;1635;1743;1810;1608;1685
021709;ANCASH;RECUAY;TAPACOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;124;131;121;118;114;92;101;105;113;114;99;96
021710;ANCASH;RECUAY;TICAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;676;700;701;734;753;746;727;709;731;798;728;643
021802;ANCASH;SANTA;CACERES DEL PERU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1249;1317;1269;1271;1230;1186;1165;1222;1269;1338;1353;1307
021801;ANCASH;SANTA;CHIMBOTE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;52096;51760;50001;49974;51060;50884;50995;52671;53522;52496;55266;58652
021803;ANCASH;SANTA;COISHCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3373;3446;3524;3458;3542;3517;3597;3587;3517;3655;4116;4205
021804;ANCASH;SANTA;MACATE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1107;1047;977;984;958;889;871;810;894;958;936;844
021805;ANCASH;SANTA;MORO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2047;2019;1986;2002;1953;2040;2052;2063;2217;2302;2521;2433
021806;ANCASH;SANTA;NEPEÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3584;3548;3539;3563;3853;3813;3905;4063;4058;4054;4173;4229
021809;ANCASH;SANTA;NUEVO CHIMBOTE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;37268;37500;37321;37655;38708;40105;41121;43148;44286;43148;46207;47010
021807;ANCASH;SANTA;SAMANCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;989;1013;1039;1058;1061;1083;1118;1133;1213;1194;1323;1262
021808;ANCASH;SANTA;SANTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9243;9345;9271;9391;9504;9346;9577;9860;10141;10413;10709;8842
021902;ANCASH;SIHUAS;ACOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;673;614;615;614;603;582;553;547;549;580;567;570
021903;ANCASH;SIHUAS;ALFONSO UGARTE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;258;221;186;181;173;151;131;124;123;122;120;109
021904;ANCASH;SIHUAS;CASHAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;763;670;678;649;611;611;585;584;545;535;526;518
021905;ANCASH;SIHUAS;CHINGALPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;418;325;303;285;290;291;250;263;254;257;243;235
021906;ANCASH;SIHUAS;HUAYLLABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1520;1426;1416;1344;1292;1236;1221;1213;1188;1153;1187;1021
021907;ANCASH;SIHUAS;QUICHES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1043;971;953;957;918;892;885;855;848;839;819;763
021908;ANCASH;SIHUAS;RAGASH;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;891;939;889;815;782;760;718;679;654;648;606;552
021909;ANCASH;SIHUAS;SAN JUAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2775;2669;2641;2542;2538;2481;2393;2346;2259;2297;2248;2121
021910;ANCASH;SIHUAS;SICSIBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;658;629;592;549;521;508;474;454;448;442;412;371
021901;ANCASH;SIHUAS;SIHUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2601;2478;2481;2437;2506;2373;2345;2253;2412;2485;2416;2441
022002;ANCASH;YUNGAY;CASCAPARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;706;676;703;708;670;640;612;578;560;564;555;501
022003;ANCASH;YUNGAY;MANCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1726;1657;1614;1585;1539;1478;1466;1459;1434;1397;1500;1436
022004;ANCASH;YUNGAY;MATACOTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;385;406;388;370;358;339;328;314;306;329;304;272
022005;ANCASH;YUNGAY;QUILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3653;4008;3922;4010;4002;4089;4034;4000;3942;3935;3907;3670
022006;ANCASH;YUNGAY;RANRAHIRCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;710;717;622;588;579;577;560;541;574;606;587;645
022007;ANCASH;YUNGAY;SHUPLUY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;610;595;569;527;528;514;491;465;462;469;460;436
022008;ANCASH;YUNGAY;YANAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2436;2442;2332;2239;2166;2044;1987;1912;1851;1868;1785;1758
022001;ANCASH;YUNGAY;YUNGAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6286;6491;6264;6362;6325;6890;6956;7011;6701;6873;7187;6953
030101;APURIMAC;ABANCAY;ABANCAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;21861;22031;22338;22862;24681;24074;23876;24885;25848;25180;25752;26596
030102;APURIMAC;ABANCAY;CHACOCHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;464;435;440;424;412;396;375;369;399;399;442;429
030103;APURIMAC;ABANCAY;CIRCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;451;442;411;365;373;347;314;309;376;371;304;284
030104;APURIMAC;ABANCAY;CURAHUASI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5838;5853;5702;5494;5395;5131;5226;5350;5580;5568;5525;5790
030105;APURIMAC;ABANCAY;HUANIPACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1171;1246;1069;964;931;836;756;707;723;774;736;677
030106;APURIMAC;ABANCAY;LAMBRAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;451;579;556;521;507;474;473;498;548;537;485;402
030107;APURIMAC;ABANCAY;PICHIRHUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;802;789;696;669;606;570;545;530;574;636;591;546
030108;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1104;998;937;872;864;817;782;758;750;742;709;633
030109;APURIMAC;ABANCAY;TAMBURCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1321;1345;1389;1445;1571;1506;1508;1688;1808;1753;1825;2399
030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;16879;16876;17039;16044;16386;16345;16414;17014;16402;16410;17235;17801
030202;APURIMAC;ANDAHUAYLAS;ANDARAPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1841;1876;1786;1642;1528;1474;1430;1387;1383;1447;1420;1318
030203;APURIMAC;ANDAHUAYLAS;CHIARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;450;398;375;385;314;291;263;270;297;308;331;334
030204;APURIMAC;ANDAHUAYLAS;HUANCARAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2054;2007;1973;1881;1781;1660;1663;1594;1631;1630;1565;1461
030205;APURIMAC;ANDAHUAYLAS;HUANCARAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1554;1546;1484;1465;1268;1273;1257;1272;1246;1325;1287;1290
030206;APURIMAC;ANDAHUAYLAS;HUAYANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;266;229;205;195;209;198;193;186;170;187;192;168
030220;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;1197;1179;1206;1197;1202;1251;1186;1223;1152
030219;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;533;586;607;502;479;442;437;393;381;409;384;357
030207;APURIMAC;ANDAHUAYLAS;KISHUARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2022;1936;1868;1793;1761;1736;1710;1663;1682;1740;1740;1650
030208;APURIMAC;ANDAHUAYLAS;PACOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1145;1056;982;924;881;821;802;776;825;835;799;744
030209;APURIMAC;ANDAHUAYLAS;PACUCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2141;2164;1998;1896;1825;2098;2436;1797;1542;1751;1678;1443
030210;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;904;869;848;805;753;786;776;726;750;778;752;874
030211;APURIMAC;ANDAHUAYLAS;POMACOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;305;291;252;271;261;244;244;250;256;261;251;228
030212;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1064;971;917;849;812;747;703;659;670;694;651;562
030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6812;6967;6836;6848;7004;7195;7257;7278;7467;7747;7745;7603
